root,root_base,canonical_root,is_homonym,variant_no,examples
ма-4,ма,ма-4,1,4,обмануть; обмануться
ма(j)-1,ма(j),ма(j)-1,0,1,май; майка; майский; майник
магазин,магазин,магазин,0,,магазин; магазинчик; магазинный; магазинка; магазинщик; магазинщица
магарыч,магарыч,магарыч,0,,магарыч
магнит,магнит,магнит,0,,магнитный; магнит; намагнитить; магнитик; магнитить; намагнититься; размагнитить; размагнититься
магнич,магнич,магнит,0,,намагниченность; намагничивание; намагничивать; намагничиваться; размагниченный; размагничивание; размагничивать; размагничиваться
маз,маз,маз,0,,смазать; смазка; мазать; мазь; намазать; размазать; замазать; мазок; размазывать; смазывать
мак-1,мак,мак-1,1,1,макушка; мак; маковка; маков; маковый; маковина; маковица; маковичный; маковник; маковочка
мак-2,мак,мак-2,1,2,макать; обмакнуть; макнуть; вымакать; макаль; макальный; макальщик; маканец; макание; маканый
маклак,маклак,маклак,0,,маклак
маклач,маклач,маклак,0,,маклаческий; маклачество; маклачить; маклачка; смаклачить
мал-1,мал,мал-1,1,1,маленький; мальчик; малый; мало; мальчишка; малыш; малейший; малость; мальчишеский; маленько
мал-2,мал,мал-2,1,2,вымаливать; замаливать; взмаливаться; вымаливание; вымаливаться; замаливание; замаливаться; маливать; маливаться; отмаливать
мал-3,мал,мал-3,1,3,маляр; малевать; намалевать; размалевать; малярный; вымалевать; вымалёвывать; вымалёвываться; замалевать; замалёвывать
мал-4,мал,мал-4,1,4,перемалывать; домалывать; домалываться; измалывать; намалывать; намалываться; отмалывать; отмалываться; перемалывание; перемалываться
малин,малин,малин,0,,малиновый; малина; малинник; малиновка; малинина; малинка; малинный
малк,малк,малк,0,,помалкивать
малч,малч,малк,0,,умалчивать; отмалчиваться; замалчивать; замалчивание; замалчиваться; помалчивать; смалчивать; умалчивание; умалчиваться
мам,мам,мам,0,,мама; мамин; мамочка; мамаша; мамка; маменька; мамуля; маменькин; мамашенька; мамонька
ман-1,ман,ма-4,1,1,обман; обманывать; манить; заманчивый; поманить; приманка; обманчивый; заманить; обманщик; манный (служащий для приманивания дичи)
ман-2,ман,ман-2,1,2,манный (от манка); манна; манка; манник
манат,манат,манат,0,,манатки; манатейка; манатейный; манатья
мар-1,мар,мар-1,1,1,замарать; марать; помарка; вымарать; мараться; вымараться; вымарка; вымарывание; вымарывать; вымарываться
мар-2,мар,мар-2,1,2,вымаривание; вымаривать; вымариваться; замаривать; размаривать; размариваться; смаривать; смариваться
мар-3,мар,мар-3,1,3,марево; марь; мара; маревый
марг,марг,марг,0,,помаргивать
марк,марк,марк,0,,марка
мароч,мароч,марк,0,,марочный; марочка; марочница
март,март,март,0,,март; мартовский
мартын,мартын,мартын,0,,мартын
мартыш-1,мартыш,мартыш-1,1,1,мартышка (обезьяна); мартышечий; мартышкин
мартыш-2,мартыш,мартын,1,2,мартышка (птица)
масл,масл,масл,0,,масло; масляный; масленица; маслина; маслянистый; промасленный; масленый; замаслить; маслице; масличный
маст-1,маст,маст-1,1,1,масть; маститый; мастистый; маститость; намастить; умастить; умаститься
маст-2,маст,маст-2,1,2,мастер; мастерская; мастерство; мастерски; мастерить; мастерица; смастерить; мастеровой; подмастерье; мастак
мат-1,мат,мат-1,1,1,мать; матушка; материнский; матка; материться; материнство; матерный; наматывать; маточный; материн
мат-2,мат,мат-2,1,2,изматывать; разматывать; выматывать; сматываться; обматывать; сматывать; разматываться; заматывать; вматывать; вматываться
матер,матер,матер,0,,материк; материковый; заматереть; заматерелый; матереть; матерой
матёр,матёр,матер,0,,матёрый
матор,матор,матер,0,,заматорелый; заматореть
матрас,матрас,матрас,0,,матрас; матрасик; матрасник; матрасный; наматрасник
матрац,матрац,матрас,0,,матрац
матрос,матрос,матрос,0,,матрос; матросский; матроска; матросня
мах-1,мах,мах-1,1,1,махнуть; махать; размах; размахивать; отмахнуться; помахать; замахать; взмахнуть; промах; смахивать
мах-2,мах,мах-2,1,2,махонький
махор-1,махор,махор-1,1,1,махорчатый
махор-2,махор,махор-2,1,2,махорка; махорочный
махр-1,махр,махор-1,1,1,махровый; махристый; махроветь; махровость; махры
махр-2,махр,махор-2,1,2,махра
мач-1,мач,мат-1,1,1,мачеха; обмачивать; обмачиваться
мач-2,мач,мач-2,1,2,смачивать; вымачивать; замачивать; взмачивание; взмачивать; взмачиваться; вымачивание; вымачиваться; замачивание; замачиваться
мачт,мачт,мачт,0,,мачта; мачтовой; мачтовый; размачтовать; размачтовывать; размачтовываться
маш,маш,мах-1,0,,размашистый; замашка; наотмашь; промашка; отмашка; вразмашку; размашистость; размашка
машин,машин,машин,0,,машина; машинка; машинист; машинный; машинистка; машинальный; машинальность; машинизация; машинизированный; машинизировать
мащ-1,мащ,маст-1,1,1,намащивать (натирать мазью); умащать; умащаться; умащивать (намазывать чем-либо); умащиваться (о намазывании чем-либо)
мащ-2,мащ,мащ-2,1,2,взмащивать; взмащиваться; вымащивание; вымащивать; вымащиваться; домащивать; домащиваться; замащивание; замащивать; замащиваться
мг,мг,мг,0,,мгновение; мгновенный
мгл,мгл,мгл,0,,мгла; мглистый; мглистость
ме,ме,ме,0,,помело
мебел,мебел,мебел,0,,мебель; мебельный; мебельщик; мебелишка
мебл,мебл,мебел,0,,меблированный; меблировать; меблировка; меблировщик; обмеблировать; обмеблироваться; омеблировать; омеблироваться; омеблировка; омеблировывать
мёд,мёд,мед-2,0,,мёд
мед-1,мед,мед-1,1,1,медный; медь; медяк; медистый; медник; медницкий; медянистый; медяница; медянка; медяный
мед-2,мед,мед-2,1,2,медовый; медуница; медок; медвяный; медовик
медл,медл,медл,0,,медленный; замедлить; помедлить; незамедлительно; медлить; замедлять; медлительный; промедление; замедление; замедленный
меж,меж,меж,0,,смежный; размежевание; вперемежку; межа; перемежаться; промежность; отмежеваться; перемежать; смежить; смежник
межд,межд,меж,0,,между; промежду
мезг,мезг,мезг,0,,мезга
мезд,мезд,мезд,0,,возмездие; безвозмездный; безвозмездность; безмездный
мездр,мездр,мездр,0,,мездра; мездрильный; мездрить; мездроватый; мездровый; мездряной
мек,мек,мек,0,,намекать; намекнуть; смекнуть; смекалка; смекалистый; кумекать; смекать; намекаться; покумекать; посмекать
мёк,мёк,мек,0,,намёк; невдомёк
мел,мел,мал-4,0,,мелкий; мелочь; мельница; мел; измельчить; мелочный; отмель; измельчение; мель; меловой
мельк,мельк,мельк,0,,мелькнуть; мелькать; мельком; промелькнуть; замелькать; мелькание; примелькаться; помелькать
мельт,мельт,мельк,0,,мельтешить; замельтешить; мельтешиться
мен-1,мен,мен-1,1,1,изменение; применение; измениться; изменить; менять; меняться; смена; обмен; перемена; применять
мен-2,мен,мен-2,1,2,менее; меньший; уменьшение; уменьшить; уменьшаться; уменьшиться; меньшинство; уменьшать; меньшевик; уменьшительный
мёр,мёр,мар-2,0,,вмёртвую; мёртвый
мер-1,мер,мер-1,1,1,например; мера; пример; размер; намерение; измерение; намереваться; чрезмерный; мерка; умеренный
мер-2,мер,мар-2,1,2,смерть; умереть; замереть; смертный; помереть; смертельный; бессмертный; мертвец; бессмертие; насмерть
мер-3,мер,мер-3,1,3,сумерничать
мереж,мереж,мереж,0,,мережка; мережчатый
мерёж,мерёж,мереж,0,,мерёжа
мерек,мерек,мер-3,0,,мерекать
мереч,мереч,мер-3,0,,сумеречный; сумеречник; сумеречница
мерещ,мерещ,мерещ,0,,мерещиться; померещиться; примерещиться
мерз,мерз,мерз,0,,мерзкий; мерзавец; мерзость; замерзать; омерзительный; мерзлота; омерзение; замерзание; мерзавка; промерзать
мёрз,мёрз,мерз,0,,вмёрзнуть; замёрзлый; замёрзнуть; измёрзнуть; мёрзлость; мёрзлый; мёрзнуть; намёрзнуть; намёрзнуться; обмёрзлый
мерин,мерин,мерин,0,,мерин; меринок
мерк,мерк,мер-3,0,,сумерки; померкнуть; меркнуть; смеркаться; засмеркаться; померкший; смеркнуться
мерлух,мерлух,мерлух,0,,мерлуха
мерлуш,мерлуш,мерлух,0,,мерлушечий; мерлушечник; мерлушка; мерлушковый
мерц,мерц,мер-3,0,,мерцать; мерцание; замерцать; мерцательный; померцать
мес-1,мес,мес-1,1,1,смесь; примесь; месиво; месить; замесить; помесь; смеситель; замес; беспримесный; вмесить
мес-2,мес,ме,1,2,смести; мести; замести; отмести; вымести; намести; взмести; вмести; выместись; домести
мест-1,мест,мест-1,1,1,место; вместе; местный; заместитель; совместный; местность; поместить; разместить; местечко; разместиться
мест-2,мест,мест-2,1,2,месть; отместка; выместить; выместиться
месяц,месяц,месяц,0,,месяц
месяч,месяч,месяц,0,,месячный; месячник; месячина; помесячный
мёт,мёт,ме,0,,взмёт; взмётывать; взмётываться; вмётывать; вмётываться; вразмёт; вымётывать; вымётываться; домётывать; домётываться
мет-1,мет,ме,1,1,предмет; метаться; предметный; сметана; метнуться; заметать; метель; метла; метать; заметаться
мет-2,мет,мет-2,1,2,заметить; отметить; заметный; заметка; наметить; примета; отметка; наметиться; приметить; смета
мех-1,мех,мех-1,1,1,мех; меховой; меховщик; меховщица
мех-2,мех,мес-1,1,2,помеха
меч-1,меч,мет-2,1,1,замечательный; замечать; отмечать; замечание; отмечаться; примечание; примечательный; намечаться; намечать; меченый
меч-2,меч,меч-2,1,2,меч; мечник
мечт,мечт,мечт,0,,мечтать; мечта; мечтание; мечтательный; мечтатель; размечтаться; помечтать; мечтательность; возмечтать; замечтаться
меш-1,меш,мес-1,1,1,мешать; помешать; вмешательство; вмешаться; вмешиваться; смешанный; смешать; смешаться; смешивать; замешательство
меш-2,меш,мех-1,1,2,мешок; мешочек; мешковина; мешковатый; мешочник; мешковатость; мешочница; мешочничество; мешочный
мешк,мешк,мешк,0,,замешкаться; мешкать; мешкотность; мешкотный; промешкать; промешкаться
мещ-1,мещ,мест-1,1,1,помещение; размещение; перемещение; возмещение; помещаться; размещаться; перемещаться; смещение; помещик; размещать
мещ-2,мещ,мест-2,1,2,вымещать; вымещаться; вымещение
мзд,мзд,мезд,0,,мзда
ми,ми,мг,0,,миновать; минувший; минуть; неминуемый; преминуть; разминуться; минование; миноваться; неминуемость; неминучий
миг,миг,мг,0,,подмигнуть; мигать; подмигивать; мигом; мигалка; мигнуть; замигать; перемигиваться; мигание; подмигивание
мизин,мизин,мизин,0,,мизинец; мизинцевый
мил,мил,мил,0,,милый; милость; миленький; помиловать; умиление; милостивый; милейший; милостыня; милочка; помилование
мин-1,мин,мин-1,1,1,вспоминать; напоминать; воспоминание; упоминать; упоминаться; упоминание; вспоминаться; запоминать; поминать; поминки
мин-2,мин,мин-2,1,2,переминаться; разминка; заминка; разминать; подминать; сминать; разминаться; уминать; вминать; вминаться
мин-3,мин,мин-3,1,3,мина; минный; заминировать; разминирование; разминировать; минировать; заминированный; минёр; минёрный; минированный
миндал,миндал,миндал,0,,миндаль; миндальный; миндалина; миндалевый; миндалик; миндальник; миндальничать
минут,минут,минут,0,,минута; минутка; минутный; минуточка; поминутный
мир-1,мир,мир-1,1,1,мир; мировой; мирный; смириться; смирение; примирение; мириться; непримиримый; примириться; мирской
мир-2,мир,мар-2,1,2,умирать; замирать; помирать; вымирать; умирание; вымирание; замирание; отмирать; обмирать; отмирание
мис,мис,мис,0,,миска; мисочка; мисочник; мисочный
миш,миш,миш,0,,обмишулить; обмишулиться; обмишурить; обмишуриться
мишен,мишен,мишен,0,,мишень; мишенный
мишур,мишур,мишур,0,,мишура; мишурный
мк,мк,мк,0,,замкнутый; замкнуть; примкнуть; замкнуться; сомкнуться; сомкнуть; замкнутость; сомкнутый; разомкнуть; отомкнуть
млад,млад,млад,0,,младший; младенец; младенческий; младенчество; младой; младость; смлада
мле,мле,мле,0,,обомлеть; млеть; разомлеть; сомлеть; замлеть; мление; обомлевать
млек,млек,млек,0,,млеко
млеч,млеч,млек,0,,млечный; млечник
мн,мн,мин-1,0,,помнить; мнение; сомнение; напомнить; сомневаться; запомнить; запомниться; сомнительный; помниться; опомниться
мног,мног,мног,0,,много; намного; понемногу; многовато; помногу; многий; многое; многонько
множ,множ,мног,0,,множество; немножко; размножение; размножаться; множественный; умножение; немножечко; умножить; множественность; умножать
мо(j),мо(j),мо(j),0,,помойка; мойка; помои; помойный; промоина; мойщик; вымоина; моечка; моечный; мойщица
мов,мов,мо(j),0,,омовение; умовение
мог,мог,мог,0,,помогать; могучий; вспомогательный; могущественный; могущество; подмога; изнемогать; недомогание; вымогательство; невмоготу
могил,могил,могил,0,,могила; могильный; могилка; могильщик; замогильный; надмогильный; намогильный
мож,мож,мог,0,,можно; возможность; возможный; изнеможение; вспоможение; изнеможённый; незаможник; незаможница; незаможный
можд,можд,можд,0,,измождение; измождённость; измождённый
можж,можж,можж,0,,можжевельник; можжевеловый; можжевелина; можжевёловка
мозг-1,мозг,мозг-1,1,1,мозг; мозговой; безмозглый; обмозговать; безмозглость; мозговать; мозговитый; обмозговаться; обмозговывать; обмозговываться
мозг-2,мозг,мозг-2,1,2,промозглый; мозглый; мозглявый; мозгляк; промозглость; промозгнуть
мозж,мозж,мозг-1,0,,мозжечок; размозжить; мозжить; размозжённый; размозжиться
мозол,мозол,мозол,0,,мозоль; мозолить; мозолистый; намозолить; мозолин; мозолистость; мозолища; мозольный; намозоленный
мок-1,мок,мач-2,1,1,мокрый; промокнуть; взмокнуть; мокнуть; намокнуть; замокнуть; промокать; размокнуть; вымокнуть; мокрота
мок-2,мок,мк,1,2,замок
мол-1,мол,мал-4,1,1,моль (насекомое); молоть; молотый; помол; перемолоть; размолоть; вымолоть; домолоть; замолоть; измолоть
мол-2,мол,мал-2,1,2,молитва; молиться; умолять; молить; взмолиться; мольба; молитвенный; неумолимый; помолиться; молебен
мол-3,мол,мол-3,1,3,моль (сплавляемый россыпью лес); молевой; молевщик
молаж,молаж,млад,0,,омолаживать; омолаживание; омолаживаться; подмолаживать; подмолаживаться
молач,молач,молач,0,,вымолачивание; вымолачивать; вымолачиваться; домолачивать; домолачиваться; измолачивать; намолачивание; намолачивать; намолачиваться; обмолачивать
молв,молв,молв,0,,безмолвный; обмолвиться; молвить; молва; безмолвие; промолвить; безмолвствовать; размолвка; замолвить; недомолвка
молк,молк,малк,0,,умолкнуть; смолкнуть; замолкнуть; замолкать; умолкать; примолкнуть; смолкать; умолк; несмолкаемый; молкнуть
молн,молн,молн,0,,молния; молнийка; молнийный; молнировать
молод,молод,млад,0,,молодой; молодость; молодец; молоденький; молодняк; помолодеть; смолоду; молодчик; молодеть; молодуха
молож,молож,млад,0,,моложавый; омоложение; моложавость; омоложать; омоложаться
молозив,молозив,молозив,0,,молозивный; молозиво
молок,молок,млек,0,,молоко; молоканин; молоканка; молоканский; молоки
молот,молот,молач,0,,молоток; молот; молотить; молоточек; молотилка; вымолот; вымолотить; вымолотиться; вымолотка; домолотить
молоч-1,молоч,молач,1,1,молочение; молоченый; смолоченный
молоч-2,молоч,млек,1,2,молочный; молочко; молочница; молочник; молочай; безмолочный; молочайные; молочишко; молочность
молч,молч,малк,0,,молчать; молча; молчание; помолчать; замолчать; молчаливый; промолчать; умолчать; умолчание; смолчать
монастыр,монастыр,монастыр,0,,монастырь; монастырский; монастырка
монах,монах,монах,0,,монах; монахиня
монаш,монаш,монах,0,,монашеский; монашество; монашка; монашек; монашествовать; монашенка
монет,монет,монет,0,,монета; монетный; монетчик
мор-1,мор,мар-2,1,1,мор; морить; уморить; разморить; сморить; уморительный; заморить; заморыш; измор; морилка
мор-2,мор,мор-2,1,2,море; морской; моряк; приморский; заморский; взморье; помор; поморский; морюшко; моряна
мораж,мораж,мерз,0,,замораживание; замораживать; вымораживание; вымораживать; вымораживаться; замораживаться; обмораживание; обмораживать; обмораживаться; отмораживание
морач,морач,мер-3,0,,обморачивать; обморачиваться
морг,морг,марг,0,,моргать; моргнуть; заморгать; проморгать; поморгать; сморгнуть; моргание; моргун; моргунья
морд-1,морд,морд-1,1,1,морда; мордочка; намордник; мордастый; мордашка; мордасы
морд-2,морд,морд-2,1,2,замордовать; мордовать; замордованный
морж,морж,морж,0,,морж; моржовый; моржиха; моржонок
морков,морков,морков,0,,морковь; морковка; морковный; морковина; морковник
морож,морож,мерз,0,,мороженое; мороженый; обморожение; мороженщица; мороженщик; замороженный; мороженица; отморожение; подмороженный
мороз,мороз,мерз,0,,мороз; морозный; заморозить; отморозить; морозец; обморозить; изморозь; морозильный; морозить; подморозить
морок,морок,мер-3,0,,обморок; морока
морос,морос,морос,0,,моросить; морось; заморосить; изморось; поморосить
мороч,мороч,мер-3,0,,морочить; заморочить; обморочный; выморочный; выморочность; обморочение; обморочить; поморочить
морщ,морщ,морщ,0,,поморщиться; морщина; морщиться; морщинка; сморщиться; морщинистый; сморщенный; морщить; наморщить; сморщить
мосл,мосл,мосл,0,,мослак
мосол,мосол,мосл,0,,мосол
мост,мост,мащ-2,0,,мост; мостовая; мостик; помост; подмостки; примоститься; мосток; мостки; вымостить; мостить
мот,мот,мат-2,0,,мотать; мотаться; замотать; мотнуть; помотать; обмотать; намотать; обмотка; смотаться; измотать
мотыг,мотыг,мотыг,0,,мотыга
мотыж,мотыж,мотыг,0,,мотыжение; мотыжить; мотыжиться; мотыжный; размотыживать; размотыжить
мотыл,мотыл,мотыл,0,,мотыль; мотылёк; мотылёчек; мотыльковый
мох,мох,мох,0,,мох; мохнатый; моховой; мохнач; мохнатеть; мохнатить; мохны
моч-1,моч,мач-2,1,1,моча; замочить; смочить; мочевой; мочалка; мочиться; намочить; помочиться; примочка; промочить
моч-2,моч,мог,1,2,мочь; смочь; помочь; изнемочь; превозмочь; занемочь; немочь; невмочь; возмочь; моченька
моч-3,моч,мк,1,3,замочный; мочка; замочек; замочник; мочечный; мочковатый; мочковый
мош-1,мош,мох,1,1,мошок
мош-2,мош,мош-2,1,2,мошка; мошкара
мошен,мошен,мошен,0,,мошенник; мошенничество; мошеннический; измошенничаться; мошенница; мошенничать; смошенничать
мошн,мошн,мошен,0,,мошна; мошница
мошон,мошон,мошен,0,,мошонка; мошоночный
мощ-1,мощ,мог,1,1,мощный; помощник; мощность; мощь; беспомощный; мощи; беспомощность; помощница; вспомоществование; вспомоществовать
мощ-2,мощ,мащ-2,1,2,мощение; замощение; замощённый; мощёный; перемощение
мраз,мраз,мерз,0,,мразь; мраз; мразный
мрак,мрак,мер-3,0,,мрак; сумрак
мрач,мрач,мер-3,0,,мрачный; сумрачный; помрачнеть; омрачить; мрачнеть; омрачать; помрачение; мрачность; омрачиться; помрачить
мреж,мреж,мереж,0,,мрежа
мст,мст,мест-2,0,,отомстить; мстить; мстительный; мститель; мстительность; мстительница; отмстить
мудр,мудр,мудр,0,,мудрый; мудрость; мудрец; умудриться; умудряться; премудрость; умудрить; премудрый; мудрить; мудрствовать
муж,муж,муж,0,,муж; мужчина; мужик; мужской; замуж; мужество; мужественный; замужем; мужичок; замужество
музык,музык,музык,0,,музыка; музыкальный; музыкант; музыкальность; музыкантша; музыкантка; музыкантский
мук-1,мук,мук-1,1,1,мука
мук-2,мук,мук-2,1,2,мука
мундир,мундир,мундир,0,,мундир; обмундирование; мундирчик; мундирный; обмундировать; обмундироваться; обмундировка; обмундировочный; обмундировывать; обмундировываться
мур-1,мур,мур-1,1,1,мура
мур-2,мур,мур-2,1,2,замуровать; вмуровать; вмуроваться; вмуровывать; вмуровываться; замуравить; замуравленный; замуроваться; замуровывание; замуровывать
мур-3,мур,мур-3,1,3,мурава (трава); муравка; муравушка; муравчатый
мур-4,мур,мур-4,1,4,мурава (глазурь); муравить; муравление; муравленый; перемуравить; перемуравливать; помуравить
мурав,мурав,мурав,0,,муравей; муравейник; муравьиный
мураш,мураш,мурав,0,,мураш; мурашка
мурл,мурл,мурл,0,,мурло; мурластый
мурлык,мурлык,мурлык,0,,мурлыкать; замурлыкать; промурлыкать; мурлыка; мурлыканье; помурлыкать
муруг,муруг,муруг,0,,муругий
мурч,мурч,мурч,0,,мурчать
мускул,мускул,мускул,0,,мускул; мускулистый; мускулатура; мускульный
мусл,мусл,мусл,0,,замусленный; замусливать; замусливаться; замуслить; замуслиться; измусливать; измусливаться; измуслить; измуслиться; муслить
мусол,мусол,мусл,0,,мусолить; замусолить; замусоленный; замусоливать; замусоливаться; замусолиться; измусоливать; измусоливаться; измусолить; измусолиться
мусор,мусор,мусор,0,,мусор; мусорный; замусорить; мусорщик; замусоривание; замусоривать; замусориваться; замусориться; мусорить; мусорщица
мут,мут,мут,0,,возмутиться; смутный; мутный; смутиться; смутить; возмутить; смута; невозмутимый; омут; мутить
мутор,мутор,мутор,0,,муторный
мух,мух,мух,0,,муха
мухорт,мухорт,мухорт,0,,мухортик; мухортый
мухр,мухр,мухр,0,,замухрышка
муч-1,муч,мук-1,1,1,мучить; мучительный; мучиться; мучение; мученик; замучить; измучить; измученный; мучитель; мученический
муч-2,муч,мук-2,1,2,мучной; мучнистый; мучица; мучка; мучник; мучнистость
муч-3,муч,мут,1,3,взмучивать; взмучиваться
муш,муш,мух,0,,мушка; мушиный
муштр,муштр,муштр,0,,муштра; вымуштровать; вымуштрованность; вымуштроваться; муштровать; муштроваться; муштровка; помуштровать
мущ,мущ,мут,0,,смущать; возмущаться; возмущение; смущение; смущаться; возмущать; засмущаться; смущённый
мч,мч,мч,0,,мчаться; помчаться; примчаться; промчаться; умчаться; мчать; домчать; помчать; домчаться; вомчать
мш,мш,мох,0,,замшелый; мшистый; замшеть; мшаник; мшанка; мшаный; мшистость; мшить; мшиться; обомшелый
мщ,мщ,мест-2,0,,мщение; отмщение; отмщать
мы,мы,мо(j),0,,мыть; мыло; вымыть; смыть; помыть; умыться; промыть; мыльный; умываться; размытый
мызг,мызг,мызг,0,,замызганный; замызгать; замызгаться; замызгивать; замызгиваться; измызганный; измызгать; измызгаться; измызгивать; измызгиваться
мык,мык,мк,0,,примыкать; замыкать; замыкаться; смыкаться; замыкание; мыкаться; смыкать; помыкать; пресмыкаться; пресмыкающееся
мымр,мымр,мымр,0,,мымра
мыс,мыс,мыс,0,,мыс; мысок; мысик
мысел,мысел,мысел,0,,замысел; промысел; вымысел; умысел; помысел; домысел
мысл,мысл,мысел,0,,мысль; смысл; бессмысленный; мыслить; мыслитель; смысловой; осмыслить; осмысление; мыслительный; мысленный
мыт,мыт,мыт,0,,мытарство; мытарь; мытарить; замытарить; замытариться; измытарить; измытариться; мыт; мытариться; мытный
мыч-1,мыч,мыч-1,1,1,мычать; промычать; замычать; мычание; помычать
мыч-2,мыч,мк,1,2,смычок; перемычка; отмычка; смычка; отмычный; подперемычный; размычка; смычечный; смычный; умычка
мыш,мыш,мыш,0,,мышь; мышца; мышка; мышечный; мышиный; мышонок; мышьяк; подмышечный; мышастый; мышатник
мышл,мышл,мысел,0,,промышленность; промышленный; мышление; размышление; размышлять; промышленник; помышлять; умышленный; вымышленный; промышлять
мыщелк,мыщелк,мыщелк,0,,мыщелка
мыщелок,мыщелок,мыщелк,0,,мыщелок
мя-1,мя,мин-2,1,1,мятый; смять; замяться; мять; помятый; помять; мяться; вмятина; подмять; помяться
мя-2,мя,мин-1,1,2,упомянуть; помянуть; вспомянуть; вспомянуться; помянутый; упомянутый
мяг,мяг,мяг,0,,смягчать; смягчиться; смягчение; смягчаться; смягчающий; размягчить; размягчение; мяггкость; мягчительный; мягчить
мяк,мяк,мяг,0,,мякиш; обмякнуть; размякнуть; мякина; отмякнуть; измякнуть; мякенький; мяклый; мякнуть; мяконький
мямл,мямл,мямл,0,,промямлить; мямлить; замямлить; мямля
мяс-1,мяс,мяс-1,1,1,мясо; мясной; мясистый; мясник; мясцо; мясистость; мяско
мяс-2,мяс,мяс-2,1,2,мястись
мят-1,мят,мяс-2,1,1,смятение; мятеж; безмятежный; мятежный; мятежник; сумятица; безмятежность; мятущийся; всмятку; смятенный
мят-2,мят,мят-2,1,2,мята; мятный
мяу,мяу,мяу,0,,мяукать; мяуканье; замяукать; мяу; мяучить; промяукать
набат,набат,набат,0,,набат; набатный
набекрень,набекрень,набекрень,0,,набекрень
наг,наг,наг,0,,нагой; нагота; нагишом; донага
нагл,нагл,нагл,0,,наглый; наглость; обнаглеть; наглец; наглеть; нагловатый; наглеца; нагличать; нагловатость; понаглеть
наж,наж,наг,0,,обнажить; обнажать; обнажиться; обнажаться; обнажение; обнажённость; обнажённый
наждак,наждак,наждак,0,,наждак
наждач,наждач,наждак,0,,наждачный
наив,наив,наив,0,,наивный; наивность; наивничанье; наивничать
налим,налим,налим,0,,налим; налимий
напрас,напрас,напрас,0,,напрасный; понапрасну; напраслина
нар,нар,нар,0,,нары
нарт,нарт,нарт,0,,нарта; нартенный; нарты
наруж,наруж,наруж,0,,обнаружить; наружу; наружный; обнаруживать; снаружи; обнаружение; обнаружиться; обнаруживаться; наружность; кнаружи
наст,наст,наст,0,,наст; ненастный; ненастье; заненаститься; настовик; настовый
наш,наш,наш,0,,вынашивать; изнашиваться; донашивать; вынашиваться; вынашивание; донашивание; донашиваться; занашивание; занашивать; занашиваться
не,не,не,0,,отнекиваться; некать; отнекаться
неб,неб,неб,0,,небо; небесный; поднебесный; поднебесье
нёб,нёб,неб,0,,нёбность; нёбный; нёбо
нег,нег,нег,0,,нега
недр,недр,недр,0,,внедрение; недра; внедрить; внедрять; внедряться; внедриться
недуг,недуг,недуг,0,,недуг
недуж,недуж,недуг,0,,занедужить; занедужиться; недужиться; недужный; разнедужиться
неж,неж,нег,0,,нежный; нежность; нежиться; нежить (глаг.); изнеженный; неженка; понежиться; изнеженность; изнеживать; изнеживаться
нем,нем,нем,0,,немец; немецкий; немой; немка; онеметь; немота; неметь; занеметь; онемение; занемелый
нерест,нерест,нерест,0,,нерест; нерестилище; нереститься; нерестовать; нерестовый; отнереститься; преднерестовый
нес,нес,наш,0,,принести; нести; произнести; внести; вынести; отнести; нанести; перенести; понести; нестись
нет,нет,нет,0,,нет; нету; нети; нетчик
нетопыр,нетопыр,нетопыр,0,,нетопырь
нефт,нефт,нефт,0,,нефть; нефтяной; нефтяник; нефтянка; нефтяница
нз,нз,нз,0,,пронзительный; пронзить; пронзать; вонзиться; вонзить; вонзаться; вонзать; пронзительность; пронзаться; пронзиться
нив,нив,нив,0,,нива
ниж,ниж,ниж,0,,нижний; снижение; снижать; снижаться; унижение; унижать; понижение; пониженный; понижать; униженный
низ-1,низ,ниж,1,1,низкий; вниз; внизу; снизу; снизить; снизиться; низ; низший; унизительный; понизить
низ-2,низ,нз,1,2,пронизать; пронизывать; нанизать; пронизывающий; нанизывать; унизать; нанизываться; вынизать; вынизывание; вынизывать
ник,ник,ник,0,,возникать; возникнуть; возникновение; проникнуть; проникать; проникновение; вникать; проникнуться; вникнуть; сникнуть
ним,ним,ем,0,,понимать; внимание; заниматься; принимать; занимать; снимать; понимание; подниматься; поднимать; предприниматель
нит,нит,нит,0,,нитка; ниточка; ниточный; ниточница; нитчатка; нитчатый; нитченка; нитчонка; нитянка; нитяный
ниц,ниц,ник,0,,проницательный; проницаемость; проницательность; проницаемый; проницать
нич,нич,ник,0,,навзничь
нищ,нищ,нищ,0,,нищета; нищий; нищенский; обнищание; обнищать; нищенка; нищенство; нищенствовать; изнищать; нищание
