root,root_base,canonical_root,source,examples
паш-2,паш,пах-2,kuznetsova,пашня; вспашка; выпашка; допашка; запашка; запашник; запашный; опашка; пашенка; пашенный
паш-3,паш,пах-3,kuznetsova,пашина; пашинка; пашинный
паша,паша,паша,tikhonov_new,пашалык
пашн,пашн,пашн,tikhonov_new,врукопашную
паштет,паштет,паштет,tikhonov_new,паштет; паштетный
пащ,пащ,па-1,kuznetsova,пропащий; агитпропотдел
паюс,паюс,паюс,kuznetsova,паюс; паюсный
паяс,паяс,паяс,tikhonov_new,паясничество
паяц,паяц,паяц,tikhonov_new,паяц
пе,пе,пе,kuznetsova,песня; петь; певец; пение; спеть (песню); песнь; певица; запеть; петух; песенка
пеан,пеан,пеан,tikhonov_new,пеан
пег,пег,пег,kuznetsova,пегий; пеганка; пегаш; пегашка; пегенький; пегонький; черно-пегий
педагог,педагог,педагог,tikhonov_new,педагог; педагогический; педагогика; антипедагогический; музыкально-педагогический; общественно-педагогический; организационно-педагогический; педагогичный; сурдопедагог; тифлопедагогика
педал,педал,педал,tikhonov_new,педализация; педализированный; педализировать
педаль,педаль,педаль,tikhonov_new,педаль; педальный
педант,педант,педант,tikhonov_new,педантичный; педант; педантизм; педантичность; педантический; педантка; педантский
педераст,педераст,педераст,tikhonov_new,педерастический; педерастия
педиатр,педиатр,педиатр,tikhonov_new,педиатр; педиатрия
педикюр,педикюр,педикюр,tikhonov_new,педикюрша
пеж,пеж,пег,kuznetsova,пежина
пезн,пезн,пезн,tikhonov_new,помпезность
пей,пей,пей,tikhonov_new,фармакопейный
пейзаж,пейзаж,пейзаж,tikhonov_new,пейзаж
пейзан,пейзан,пейзан,tikhonov_new,пейзан; пейзанин; пейзанка; пейзанский
пек,пек,пек,kuznetsova,опека; опекать; опекун; пекарня; пекло; солнцепек; припекать; выпекать; запекать; пекарь
пёк,пёк,пек,kuznetsova,недопёк; подпёк; припёк; припёка; упёк
пекин,пекин,пекин,tikhonov_new,пекинец
пеклев,пеклев,пеклев,kuznetsova,пеклеванка; пеклеванник; пеклеванный; пеклевать; пеклевка
пеклёв,пеклёв,пеклев,kuznetsova,пеклёвка
пект,пект,пект,tikhonov_new,амилопектин; пектиновый
пел,пел,пел,tikhonov_new,сапропелевый; сапропелит
пелен,пелен,пелен,kuznetsova,пелена; пеленка; пеленать; спеленать; запеленать; запеленатый; запеленутый; пеленание; пеленаться; пеленочный
пелён,пелён,пелен,kuznetsova,запелёнывать; запелёнываться; пелёнка; пелёночный; пелёнчатый; перепелёнывать; перепелёнываться; распелёнывать; распелёнываться; упелёнывать
пеленг,пеленг,пеленг,tikhonov_new,пеленг; запеленговать; запеленгованный; крюйс-пеленг; пеленгация; пеленгирование; пеленгированный; пеленгование; пеленгованный; пеленговать
пелерин,пелерин,пелерин,tikhonov_new,пелерина
пелес,пелес,пелес,kuznetsova,пелесина
пелёс,пелёс,пелес,kuznetsova,пелёсый
пелик,пелик,пелик,tikhonov_new,пеликозавр
пеликан,пеликан,пеликан,tikhonov_new,пеликан
пелит,пелит,пелит,tikhonov_new,пелитовый; пелиты
пельмен,пельмен,пельмен,kuznetsova,пельменная; пельмени; пельменный; пельменоделательный
пельмеш,пельмеш,пельмен,kuznetsova,пельмешек
пемз,пемз,пемз,tikhonov_new,пемза; пемзованный; пемзовать; пемзовый
пён,пён,пен-2,kuznetsova,опёнок; попённый
пен-1,пен,пен-1,kuznetsova,пена; пенка; пениться; пенный; пенистый; вспенить; пеночка; вспененный; вспенивать; вспениваться
пен-2,пен,пен-2,kuznetsova,пень; пенёк; пенёчек
пен-3,пен,пен-3,kuznetsova,пеня; пенять; попенять
пенал,пенал,пенал,tikhonov_new,пенал
пенат,пенат,пенат,tikhonov_new,пенаты
пендель,пендель,пендель,tikhonov_new,пендель
пендинк,пендинк,пендинк,tikhonov_new,пендинка
пендр,пендр,пендр,tikhonov_new,выпендриваться
пенз,пенз,пенз,tikhonov_new,пензенский
пеницилл,пеницилл,пеницилл,tikhonov_new,пенициллин; пеницилл; пенициллинотерапия; пенициллиночувствительный
пенс,пенс,пенс,tikhonov_new,пенс
пенси,пенси,пенси,tikhonov_new,пенсия; пенсионер; пенсионерский
пента,пента,пента,tikhonov_new,пентахорд
пентагон,пентагон,пентагон,tikhonov_new,пентагональный
пенчинг,пенчинг,пенчинг,tikhonov_new,пенчингбол
пеньк,пеньк,пеньк,kuznetsova,пеньковый; пенька; пенько-джутовый; пеньковолокно; пенькозавод; пенькопрядильный; пенькотрепание; пенькочесальный
пеньюар,пеньюар,пеньюар,tikhonov_new,пеньюар
пепел,пепел,пепел,kuznetsova,пепел; пепельница; пепелище; пепельный; испепелить; испепелять; пепельно-серый; испепеленный; испепелённый; испепелиться
пепс,пепс,пепс,tikhonov_new,пепсин; пепсинный; пепсиновый; пепсиноген
пепси,пепси,пепси,tikhonov_new,пепси-кола
пер-1,пер,пар-3,kuznetsova,соперник; запереть; упереться; перила; опереться; переть; соперничество; запереться; соперничать; подпереть
пёр-1,пёр,пар-3,kuznetsova,пёрка; спёртость; спёртый
пер-2,пер,пер-2,kuznetsova,перо; перина; оперение; перистый; пернатый; опериться; оперить; оперять; оперяться; перинка
пёр-2,пёр,пер-2,kuznetsova,беспёрый; пёрышко
перв,перв,перв,kuznetsova,впервые; сперва; первичный; первоначальный; приоритет; первенство; первобытный; первоочередной; первомайский; первостепенный
перг,перг,перг,tikhonov_new,перга
пергамен,пергамен,пергамен,tikhonov_new,пергамен; пергаменный
пергамент,пергамент,пергамент,tikhonov_new,пергамент
пергамин,пергамин,пергамин,tikhonov_new,пергамин; пергаминный
перед,перед,перед,kuznetsova,впереди; передний; передовой; опередить; спереди; передовая; передняя; передник; передок; передовик
перёд,перёд,перед,kuznetsova,вперёд; наперёд; перёд
переж,переж,перед,kuznetsova,опережать; опережение; опережаться; опереженный; упережать; упережаться; упереженный
перёк,перёк,перёк,kuznetsova,поперёк
перепел,перепел,перепел,kuznetsova,перепел; перепелиный; перепелица; перепелятник
перепёл,перепёл,перепел,kuznetsova,перепёлка
перепонч,перепонч,перепонч,tikhonov_new,перепончатокрылый
перец,перец,перец,kuznetsova,перец
переч-1,переч,перёк,kuznetsova,поперечный; перечить; поперечник; поперечина; бесперечь; встречный-поперечный; косопоперечный; поперечить; поперечно-горизонтальный; поперечно-полосатый
переч-2,переч,перец,kuznetsova,перечный; перечник; перечница
пери,пери,пери,tikhonov_new,перископ; перикард; периаденит; периартрит; перикардит; перименингит; перисперм; перифраз; перифразированный; перифрастический
перилл,перилл,перилл,tikhonov_new,перилла
период,период,период,tikhonov_new,период; периодический; периодика; периодизация; долгопериодический; квазипериодический; периодичный; периодограмма; фотопериодизм
перистальтик,перистальтик,перистальтик,tikhonov_new,антиперистальтика
перистальтич,перистальтич,перистальтич,tikhonov_new,перистальтический
перифери,перифери,перифери,tikhonov_new,периферия
периферий,периферий,периферий,tikhonov_new,периферийный
перкал,перкал,перкал,tikhonov_new,перкалевый
перкаль,перкаль,перкаль,tikhonov_new,перкаль
перкусси,перкусси,перкусси,tikhonov_new,перкуссионный; перкуссия
перл,перл,перл,kuznetsova,перл; перловый; перловка; перловица; перловник
перламутр,перламутр,перламутр,tikhonov_new,перламутровый; перламутровка
перлон,перлон,перлон,tikhonov_new,перлоновый
перлюстр,перлюстр,перлюстр,tikhonov_new,перлюстрационный; перлюстрировать; перлюстрироваться
перм,перм,перм,tikhonov_new,пермяцкий; пермячка
перманент,перманент,перманент,tikhonov_new,перманентный; перманент
пермяк,пермяк,пермяк,tikhonov_new,коми-пермяк
пермяц,пермяц,пермяц,tikhonov_new,коми-пермяцкий
пермяч,пермяч,пермяч,tikhonov_new,коми-пермячка
перпендикуляр,перпендикуляр,перпендикуляр,tikhonov_new,перпендикулярный; перпендикуляр
перрон,перрон,перрон,tikhonov_new,перрон; перронный
перс,перс,перс,kuznetsova,персидский; наперсный; наперсник; наперсница; перси; греко-персидский; древнеперсидский; подперсье
перси,перси,перси,tikhonov_new,персиянин; персиянка
персик,персик,персик,tikhonov_new,персиковый
персон,персон,персон,tikhonov_new,персонаж; персонал; персонифицировать; персоналия; персонификация; адмтехперсонал; деперсонализация; имперсональный; персонализированный; персонализм
персонал,персонал,персонал,tikhonov_new,медперсонал; ветперсонал
перспектив,перспектив,перспектив,tikhonov_new,перспективный; бесперспективный; неперспективный; малоперспективный
перст,перст,перст,kuznetsova,перстень; перст; перстенек; двенадцатиперстная; двуперстие; двуперстный; наперсточный; наперстянка; перстенёк; перстневидный
пёрст,пёрст,перст,kuznetsova,напёрсток; напёрсточный
персть,персть,персть,tikhonov_new,персть
пертурб,пертурб,пертурб,tikhonov_new,пертурбация; пертурбационный
перу,перу,перу,tikhonov_new,перуанский; перуанка; перуанец
перф,перф,перф,tikhonov_new,перфокарта; перфолента
перфект,перфект,перфект,tikhonov_new,имперфект; перфект
перфор,перфор,перфор,tikhonov_new,перфорация; перфоратор; перфораторный; перфорационный; перфорирование; перфорировать; перфорироваться
перх-1,перх,перх-1,kuznetsova,поперхнуться; перхать; перхота; перхун; перхунья
перх-2,перх,перх-2,kuznetsova,перхоть
перц,перц,перец,kuznetsova,перцовка; перцовочный; перцовый
перцип,перцип,перцип,tikhonov_new,перципировать; перципироваться
перч-1,перч,перец,kuznetsova,поперчить; перчик; наперченный; наперчивать; наперчиваться; наперчить; переперченный; переперчивать; переперчиваться; переперчить
перч-2,перч,перст,kuznetsova,перчатка; перчаточник; перчаточница; перчаточный
перш,перш,перх-1,kuznetsova,першить; запершить; перш
першерон,першерон,першерон,tikhonov_new,першерон; першеронский
пес,пес,пес,tikhonov_new,пес; песик
пёс,пёс,пес-2,kuznetsova,пёс; пёсий; пёсик
пес-1,пес,пес-1,kuznetsova,песок; песчаный; песочный; песчинка; песочница; песочек; песчаник; пескарь; супесчаный; гравийно-песчаный
пес-2,пес,пес-2,kuznetsova,песец; песцовый
песет,песет,песет,tikhonov_new,песета
пессим,пессим,пессим,tikhonov_new,пессимистический; пессимист; пессимистичный; пессимистка
пест-1,пест,пест-1,kuznetsova,пестик; выпестовать; пест; пестиковый; пестичный
пест-2,пест,пест-2,kuznetsova,пестовать; пестование; пестоваться; пестун; пестунья
пестицид,пестицид,пестицид,tikhonov_new,пестицид
пестр,пестр,пестр,kuznetsova,пестреть; пестрота; пестро; запестреть; пестролистный; запестрить; испестрить; испестрять; испестряться; напестрить
пёстр,пёстр,пестр,kuznetsova,пёстро; пёстрый
петел,петел,петел,kuznetsova,петелька; петельный; частопетельный
петит,петит,петит,tikhonov_new,петит
петици,петици,петици,tikhonov_new,петиция; петиционный
петл,петл,петел,kuznetsova,петля; петлять; петлица; запетлять; петлевой; петлеобразный; петлить; петличка; петличный; пропетлять
петлюр,петлюр,петлюр,tikhonov_new,петлюровец; петлюровский; петлюровщина
пех,пех,пех,kuznetsova,пехота; пехотный; пехотинец; противопехотный; мотопехота; пехотинский; пехтура; пехтурой
пехлевий,пехлевий,пехлевий,tikhonov_new,пехлевийский
печ,печ,пек,kuznetsova,обеспечение; обеспечивать; обеспечить; печальный; печь (глаг.); печь (сущ.); печка; печаль; печень; обеспечиваться
печат,печат,печат,kuznetsova,впечатление; печать; напечатать; печатать; печатный; отпечаток; печататься; запечатлеть; впечатлять; впечатляющий
печен,печен,печен,tikhonov_new,печенка; печеночник; печеночница; печеночно-желудочный
печенеж,печенеж,печенеж,tikhonov_new,печенежский
печорин,печорин,печорин,tikhonov_new,печоринский
пеш-1,пеш,пех,kuznetsova,спешить; пешком; пешеход; пешка; опешить; пеший; пешеходный; спешиться; пешечный; пешедралом
пеш-2,пеш,пеш-2,kuznetsova,пешня; пешневой
пещ,пещ,пек,kuznetsova,пещера; пещерный; пещерка; пещеристый; пещерник; пещись; пещной; пещь
пещр,пещр,пестр,kuznetsova,испещрить; испещренный; испещрять; испещряться
пи,пи,па-2,kuznetsova,пить; выпить; пиво; напиток; выпивать; напиться; попить; выпивка; пир; пивной
пиан,пиан,пиан,tikhonov_new,пианист; пианистка; пианистический; пиан; пианизм; пианола
пиастр,пиастр,пиастр,tikhonov_new,пиастр
пигалиц,пигалиц,пигалиц,tikhonov_new,пигалица
пигм,пигм,пигм,tikhonov_new,пигмоид
пигмей,пигмей,пигмей,tikhonov_new,пигмей
пигмент,пигмент,пигмент,tikhonov_new,пигмент; пигментный; пигментация; депигментация
пигус,пигус,пигус,tikhonov_new,пигус
пиджач,пиджач,пиджач,tikhonov_new,пиджачок; пиджачный; пиджачник
пижам,пижам,пижам,tikhonov_new,пижама
пижм,пижм,пижм,tikhonov_new,пижма
пий,пий,пий,tikhonov_new,кровопийца; кровопийство
пик,пик,пик,kuznetsova,пикнуть; пикать
пикантн,пикантн,пикантн,tikhonov_new,пикантный
пикап,пикап,пикап,tikhonov_new,пикап
пике,пике,пике,tikhonov_new,пикейный; пике
пикет,пикет,пикет,tikhonov_new,пикетчик; пикетировать
пикник,пикник,пикник,tikhonov_new,пикник
пикнич,пикнич,пикнич,tikhonov_new,пикнический; пикничок
пикр,пикр,пикр,tikhonov_new,хлорпикрин
пикт,пикт,пикт,tikhonov_new,пиктограмма; пиктографический; пиктография
пил,пил,пил,kuznetsova,пила; пилить; опилки; напильник; распилить; спилить; бензопила; отпилить; пилка; пильный
пилав,пилав,пилав,tikhonov_new,пилав
пилика,пилика,пилика,tikhonov_new,запиликать
пилон,пилон,пилон,tikhonov_new,пилон
пилот,пилот,пилот,tikhonov_new,пилот; автопилот; пилотаж; пилотирование; пилотажный; пилотированный; пилотироваться
пилюль,пилюль,пилюль,tikhonov_new,пилюлька
пилястр,пилястр,пилястр,tikhonov_new,пилястр; пилястра
пим,пим,пим,tikhonov_new,пимокат; пимы
пин,пин,п,kuznetsova,пинок; пинать; запинаться; запинка; препинание; распинать; распинаться; впинать; запинание; пинаться
пинак,пинак,пинак,tikhonov_new,пинакотека
пинг,пинг,пинг,tikhonov_new,пинг-понг
пинчер,пинчер,пинчер,tikhonov_new,доберман-пинчер; пинчер
пион,пион,пион,tikhonov_new,пионовидный
пионер,пионер,пионер,tikhonov_new,пионер; пионерский; пионерлагерь; пионерка; пионервожатая; пионерия; пионервожатый; пионербаза; пионеротряд; пионерско-комсомольский
пипед,пипед,пипед,tikhonov_new,параллелепипед
пипетк,пипетк,пипетк,tikhonov_new,пипетка
пир,пир,пар-3,kuznetsova,опираться; упираться; запирать; запираться; подпирать; напирать; выпирать; распирать; отпирать; попирать
пирамид,пирамид,пирамид,tikhonov_new,пирамида; пирамидка; пирамидальный; пирамидный
пирамидон,пирамидон,пирамидон,tikhonov_new,пирамидон
пират,пират,пират,tikhonov_new,пират; пиратский
пиреней,пиреней,пиреней,tikhonov_new,пиренейский
пирин,пирин,пирин,tikhonov_new,амидопирин
пирит,пирит,пирит,tikhonov_new,пирит
пирог,пирог,пирог,kuznetsova,пирог
пирож,пирож,пирог,kuznetsova,пирожок; пирожное; пирожковая; пирожковый; пирожник; пирожница; пирожный
пирс,пирс,пирс,tikhonov_new,пирс
пируэт,пируэт,пируэт,tikhonov_new,пируэт
пис,пис,пис,kuznetsova,писать; написать; письмо; писатель; список; подписать; запись; описать; записать; описание
писк,писк,писк,kuznetsova,писк; пискнуть; попискивать; писклявый; писклёнок; пискливость; пискля; писклявость; пискляк; пискотня
писсуар,писсуар,писсуар,tikhonov_new,писсуар
пистолет,пистолет,пистолет,tikhonov_new,пистолет; пистолет-пулемет; пистолетный
пистон,пистон,пистон,tikhonov_new,пистон; корнет-а-пистон; пистонный
письм,письм,письм,tikhonov_new,письмоводство
пит,пит,пит,kuznetsova,воспитание; питание; воспитывать; воспитать; питаться; питать; воспитательный; воспитатель; питательный; пропитать
питек,питек,питек,tikhonov_new,австралопитек; палеопитек; парапитек
питер,питер,питер,tikhonov_new,питерщик
питон,питон,питон,tikhonov_new,питон
пифагор,пифагор,пифагор,tikhonov_new,пифагореец; пифагореизм; пифагорейский; пифагоров
пих,пих,пеш-2,kuznetsova,запихивать; запихнуть; пихнуть; спихнуть; пихать; отпихнуть; впихнуть; запихать; отпихивать; выпихнуть
пихт,пихт,пихт,tikhonov_new,елово-пихтовый; пихтарник; пихтовник
пицц,пицц,пицц,tikhonov_new,пиццерия
пич-1,пич,пит,kuznetsova,напичкать; пичкать; запичкать; напичканный; напичкаться; пичканный; пичкаться; упичкать
пич-2,пич,пик,kuznetsova,пичуга; пичужка; пичужечка
пиш,пиш,пис,kuznetsova,пишущий; мелкопишущий
пищ-1,пищ,писк,kuznetsova,пищать; запищать; пропищать; пищалка; пищаль; пищальный; пищик; пищуха; пищуховые
пищ-2,пищ,пит,kuznetsova,пища; пищевой; пищевик
пла,пла,пла,kuznetsova,плаун; плаунный; плауновидные; плауновые; плауновый
плав,плав,пла,kuznetsova,плавать; плавание; сплав; плавный; плавучий; плавник; поплавок; плав; расплавить; плавки
плаги,плаги,плаги,tikhonov_new,плагиат; плагиатор; плагиаторский; плагиироваться
плаз,плаз,плаз,tikhonov_new,гиперплазия
плазм,плазм,плазм,tikhonov_new,плазма; плазменный; цитоплазма; протоплазма; идиоплазма; кариоплазма; пироплазма; пироплазмоз; плазмогамия; плазмодий
плак,плак,плак,kuznetsova,плакать; заплакать; расплакаться; поплакать; оплакивать; заплаканный; плакаться; всплакнуть; оплакать; плакучий
плакат,плакат,плакат,tikhonov_new,плакат; плакатный; агитплакат; плакатчик
плам,плам,плам,kuznetsova,пламя; пламенный; пламенеть; пламень; воспламенение; воспламенить; воспламеняться; легковоспламеняющийся; воспламениться; воспламенять
план,план,план,kuznetsova,план; планировать; планироваться; планирование; запланировать; плановый; планировка; спланировать; планомерный; аэроплан
планер,планер,планер,tikhonov_new,дельтапланеризм; дельтапланерист; дельтапланерный
планет,планет,планет,kuznetsova,планета; инопланетянин; планетарный; планетарий; планетный; инопланетный; околопланетный; планет; планетоведение; планетографический
плани,плани,плани,tikhonov_new,планиметрический; планиметрия; планисфера
планид,планид,планид,tikhonov_new,планида
планк,планк,планк,tikhonov_new,планка
планктон,планктон,планктон,tikhonov_new,зоопланктон; планктонный
планоч,планоч,планоч,tikhonov_new,планочка; планочный
плант,плант,плант,tikhonov_new,плантация; трансплантация; имплантация; плантатор; плантаторский; плантаторство; плантационный; реплантация; трансплантат
планшет,планшет,планшет,tikhonov_new,планшет; планшетка; планшетный
планшир,планшир,планшир,tikhonov_new,планшир
плас,плас,плас,tikhonov_new,пласированный; пласировать; пласировка
пласт,пласт,пласт,kuznetsova,пластинка; пласт; пластмассовый; пластический; пластина; пластмасса; распластать; пластичный; пластовой; пластилин
пластыр,пластыр,пластыр,kuznetsova,пластырь; пластырный; пластырщик
плат-1,плат,плат-1,kuznetsova,платить; оплата; плата; заплатить; выплата; бесплатный; уплата; оплатить; платный; выплатить
плат-2,плат,плат-2,kuznetsova,платье; платок; платочек; платьице; заплата; платяной; заплатка; платьишко; заплатать; плат
платан,платан,платан,tikhonov_new,платановый
платин,платин,платин,tikhonov_new,платина; золотоплатиновый; платинат; платинирование; платинированный; платинировать; платинит; платинный
платон,платон,платон,tikhonov_new,платонический; платонизм; платоник
платформ,платформ,платформ,tikhonov_new,платформа
плафон,плафон,плафон,tikhonov_new,плафонный
плах,плах,плах,kuznetsova,плаха
плахт,плахт,плахт,kuznetsova,плахта; плахтовый
плац,плац,плац,tikhonov_new,плац; плац-адъютант; плац-майор; плац-парад
плацдарм,плацдарм,плацдарм,tikhonov_new,плацдарм
плацент,плацент,плацент,tikhonov_new,плацента; плацентарный
плацкарт,плацкарт,плацкарт,tikhonov_new,плацкартный; плацкарта; бесплацкартный
плач-1,плач,плат-1,kuznetsova,оплачивать; выплачивать; расплачиваться; выплачиваться; оплачиваться; уплачивать; доплачивать; переплачивать; уплачиваться; приплачивать
плач-2,плач,плак,kuznetsova,плач; плачущий; плачевный; заплачка; плачевность; плачевой; плачея
плач-3,плач,плач-3,kuznetsova,сплачивать; сплачиваться
плаш,плаш,плах,kuznetsova,плашмя; плашка
плашкоут,плашкоут,плашкоут,tikhonov_new,плашкоут
плащ,плащ,плащ,kuznetsova,плащ; плащ-палатка; плащаница; плащик; плащ-накидка; плащевой
пле,пле,пле,kuznetsova,оплеуха; оплеушина
плебей,плебей,плебей,tikhonov_new,плебейский
плебисцит,плебисцит,плебисцит,tikhonov_new,плебисцит; плебисцитарный; плебисцитный
плёв,плёв,пле,kuznetsova,выплёвывание; выплёвывать; выплёвываться; доплёвывать; заплёванный; заплёвывание; заплёвывать; заплёвываться; оплёвывать; оплёвываться
плев-1,плев,пле,kuznetsova,плевать; наплевать; плеваться; плевок; заплевать; оплевать; поплевать; наплевательский; плевательница; выплевать
плев-2,плев,плев-2,kuznetsova,выплевывать; плева; отплевываться; плевел; плевый; поплевывать; оплевывать; выплевываться; заплевывать; заплевываться
плевр,плевр,плевр,tikhonov_new,плеврит; плевритный; плеврококк; плевропневмония
плед,плед,плед,tikhonov_new,плед
плези,плези,плези,tikhonov_new,плезиантроп; плезиозавр
плезир,плезир,плезир,tikhonov_new,плезир
плейер,плейер,плейер,tikhonov_new,плейер
плёк,плёк,плёк,kuznetsova,подоплека; подоплёка
плекс,плекс,плекс,tikhonov_new,дуплекс; дуплексный; мультиплекс; мультиплексный; триплекс
плексиглас,плексиглас,плексиглас,tikhonov_new,плексиглас; плексигласовый
плем,плем,плем,kuznetsova,племя; племянник; племянница; соплеменник; племенной; племяш; разноплеменный; внутриплеменной; госплемрассадник; госплемхоз
плён,плён,плен-2,kuznetsova,пленка; кинопленка; пленочный; фотопленка; кинопленочный; кинофотопленка; плёнка; пленкообразователь; пленкообразующий; пленочно-каркасный
плен-1,плен,плен-1,kuznetsova,плен; пленный; пленник; военнопленный; пленить; пленительный; пленница; пленять; пленение; пеноплен
плен-2,плен,плен-2,kuznetsova,плена
пленэр,пленэр,пленэр,tikhonov_new,пленэр; пленэрный
плеон,плеон,плеон,tikhonov_new,плеоназм; плеонастический
плёс,плёс,плёс,kuznetsova,плёс
плес-1,плес,плач-3,kuznetsova,плести; плестись; поплестись; сплести; переплести; оплести; наплести; переплестись; сплестись; заплести
плес-2,плес,плес-2,kuznetsova,всплеснуть; плеснуть; выплеснуть; выплеснуться; вплеснуть; всплеснуться; доплеснуть; заплеснуть; заплеснуться; отплеснуть
плесен,плесен,плесен,kuznetsova,плесень; плесенный
плеск,плеск,плес-2,kuznetsova,всплеск; плескаться; плеск; плескать; всплескивать; расплескать; выплескиваться; рукоплескать; расплескивать; выплеск
плёск,плёск,плес-2,kuznetsova,вплёскивание; вплёскивать; вплёскиваться; всплёскивать; всплёскиваться; выплёскивание; выплёскивать; выплёскиваться; доплёскивать; заплёскивание
плесн,плесн,плесен,kuznetsova,заплесневелый; заплесневеть; плесневелый; плесневеть; плесневица; плесневой; подплесневеть; проплесневеть
плет,плет,плач-3,kuznetsova,сплетня; переплет; плетеный; сплетение; плеть; переплетаться; плетень; переплетение; сплетаться; заплетаться
плёт,плёт,плач-3,kuznetsova,оплётка; оплёточный; оплётчик; оплётчица; переплёт; переплётный; переплётчик; переплётчица; плётка; плёточный
плеч,плеч,плёк,kuznetsova,плечо; предплечье; плечевой; широкоплечий; плечико; плечистый; плечики; заплечный; узкоплечий; сплеча
плеш,плеш,плеш,kuznetsova,плешивый; плешь; проплешина; заплешиветь; заплешина; оплешиветь; оплешивить; плешиветь; плешивость; плешина
плеяд,плеяд,плеяд,tikhonov_new,плеяда
плик,плик,плик,tikhonov_new,мультипликационный; мультипликация
плинт,плинт,плинт,tikhonov_new,плинтованный; плинтовать; плинтоваться; плинтовка
плинтус,плинтус,плинтус,tikhonov_new,плинтус
плис,плис,плис,tikhonov_new,плис; плисовый
плисс,плисс,плисс,tikhonov_new,плиссе; плиссированный; плиссировать; плиссировка; плиссировочный
плит,плит,плит,kuznetsova,плита; плитка; электроплитка; плиточный; плитный; плитняк; плитняковый; плиточник; плиточница; плитчатый
плиц,плиц,плиц,kuznetsova,плица
плич,плич,плиц,kuznetsova,пличка
пло(j),пло(j),пло(j),kuznetsova,наплоить; отплоить; плоение; плоёный; плоить; плоиться; плойка; плойчатость; сплоить
плов,плов,пла,kuznetsova,пловец; плов; пловчиха
плод,плод,плод,kuznetsova,плод; плодотворный; бесплодный; плодородный; бесплодие; плодовый; оплодотворение; плодиться; плодить; расплодиться
плож,плож,плод,kuznetsova,напложенный; обеспложенный; обеспложивание; обеспложивать; обеспложиваться; распложать; распложаться; распложенный
пломб,пломб,пломб,tikhonov_new,пломба; запломбировать; пломбировать; запломбировывать; опломбирование; опломбировать; опломбировка; опломбировывать; пломбирование; пломбированный
плоск,плоск,плоск,kuznetsova,плоский; плоскость; плоскогорье; плоскогубцы; плоскостной; уплощенный; параллельно-плоский; плоско-выпуклый; плоскогорный; плоскогрудый
плот-1,плот,плач-3,kuznetsova,плот; плотник; плотина; оплот; сплотить; уплотнение; сплотиться; плотницкий; уплотнить; уплотнять
плот-2,плот,плот-2,kuznetsova,плотный; вплоть; плоть; плотность; вплотную; воплотить; воплотиться; плотский; бесплотный; перевоплотиться
плот-3,плот,плот-3,kuznetsova,плотва; плотвица; плотвичка; плотица; плотичка
плох,плох,плох,kuznetsova,плохой; неплохой; врасплох; плохонький; сплоховать; плохенький; плоховатый
плоч,плоч,плач-3,kuznetsova,сплоченность; сплочение; переплоченный; сплочённость; сплочённый
плош-1,плош,плох,kuznetsova,оплошность; оплошать; оплошка; оплошный; плошать; плоше; сплошать
плош-2,плош,плош-2,kuznetsova,сплошной; сплошь; плошка; всплошную; всплошь; плошечка; плошечный; сплошняк; сплошняком
площ-1,площ,плоск,kuznetsova,площадь; площадка; жилплощадь; танцплощадка; площадной; стройплощадка; спортплощадка; детплощадка; киноплощадка; площадочный
площ-2,площ,плот-2,kuznetsova,воплощение; воплощать; перевоплощение; воплощаться; воплощенный; перевоплощаться; воплощённый; перевоплощаемость; перевоплощать; перевоплощенный
плуг,плуг,плуг,kuznetsova,плуг; автоплуг; плугарь; плугатарь; плуговой; плугообразный
плуж,плуж,плуг,kuznetsova,плужник; плужный; плужок; предплужник
плунжер,плунжер,плунжер,tikhonov_new,одноплунжерный; плунжерный
плут,плут,плут,kuznetsova,плут; плутать; плутовской; заплутаться; плутоватый; архиплут; наплутаться; наплутовать; переплутовать; плутишка
плутон,плутон,плутон,tikhonov_new,плутоний; плутониевый; плутонизм; плутонический
плы,плы,пла,kuznetsova,плыть; поплыть; всплыть; всплывать; проплывать; выплыть; расплываться; расплывчатый; проплыть; уплывать
плю,плю,пле,kuznetsova,плюнуть; сплюнуть; выплюнуть; переплюнуть; чистоплюй; выплюнуться; доплюнуть; наплюнуть; отплюнутый; отплюнуть
плюгав,плюгав,плюгав,kuznetsova,плюгавый; плюгавенький; плюгавец; плюгавость
плюрал,плюрал,плюрал,tikhonov_new,плюрализм; плюралистический
плюс,плюс,плюс,kuznetsova,плюс; плюсовой; приплюснутый; приплюсовать; сплюснутый; приплюснуть; плюсна; плюсневой; плюсневый; плюсовальный
плюск,плюск,плюс,kuznetsova,плюска; плюсконосные
плюх,плюх,плюх,kuznetsova,плюхнуться; плюхаться; плюха; наплюхать; плюх; плюхать; плюхнуть
плюш-1,плюш,плюш-1,kuznetsova,плюшка
плюш-2,плюш,плюш-2,kuznetsova,плюшевый; плюш
плющ-1,плющ,плющ-1,kuznetsova,плющ; плющевой
плющ-2,плющ,плюс,kuznetsova,расплющить; сплющить; плющить; плющение; плющеный; плющильник; плющильный; приплющенный; приплющивать; приплющиваться
пляж,пляж,пляж,tikhonov_new,пляж; пляжный
пляс,пляс,пляс,kuznetsova,плясать; пляска; приплясывать; заплясать; отплясывать; пляс; поплясать; сплясать; плясун; свистопляска
пн,пн,пен-2,kuznetsova,пнекорчеватель; пнистый; пнище
