S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS
,реакция,126.04,,реакционный,4.04,,реакционер,1.92,,,,,,
,расставанье,125.76,,подставиться,0.86,,,,,,,,,
,посетить,125.60,,посещать,115.05,,посетитель,99.72,,посещение,46.87,,посещаемость,3.38
,едва,124.24,,едва-едва,7.43,,,,,,,,,
,декабрь,123.38,,декабрист,46.44,,декабрьский,7.38,,,,,,
,сырье,123.20,,,,,,,,,,,,
,достигнуть,121.53,,достигать,85.24,,достижение,52.86,,постигнуть,47.21,,постигать,36.91
,серия,121.22,,сериал,94.18,,,,,,,,,
,пенсия,121.19,,пенсионер,94.15,,пенсионный,26.00,,пенсионерка,24.22,,пенсион,19.45
,прокурор,120.94,,прокурорша,7.57,,прокурорский,4.68,,,,,,
,уж,120.37,,,,,,,,,,,,
,академик,118.95,,академизм,3.32,,академичный,1.68,,,,,,
,ныне,116.95,,нынешний,90.20,,нынче,79.31,,отныне,48.07,,нона,34.36
,слабый,116.70,,слабо,37.79,,расслабиться,29.90,,ослабить,27.90,,слабеть,24.14
,бюджет,115.65,,бюджетный,40.05,,бюджетник,30.64,,госбюджет,8.28,,внебюджетный,7.60
,обрести,115.35,,приобрести,102.35,,приобретать,64.46,,обретать,59.85,,изобрести,56.29
,количество,113.55,,несколько,86.54,,насколько,81.85,,,,,,
,этап,113.45,,поэтапный,7.62,,поэтапно,7.45,,этапный,7.40,,этапировать,5.65
,очнуться,113.32,,,,,,,,,,,,
,федерация,113.27,,,,,,,,,,,,
,сильно,113.16,,сильнейший,34.66,,,,,,,,,
,тяжелый,112.69,,,,,,,,,,,,
,формула,112.05,,формулировка,11.63,,формульный,2.93,,,,,,
,норма,111.23,,норматив,20.52,,нормаль,13.47,,ненормальный,9.38,,нормировать,4.76
,губернатор,111.01,,губернский,9.41,,,,,,,,,
,учет,110.60,,учетный,14.92,,учетчик,8.44,,недоучет,1.69,,,
,штука,110.40,,штучка,80.85,,штуковина,21.40,,штучный,7.64,,поштучно,4.00
,протестовать,110.12,,протестующий,103.35,,протест,43.73,,протестный,3.65,,протестующе,1.48
,стратегия,110.01,,стратег,10.01,,,,,,,,,
,истерика,109.51,,истерия,4.64,,истерик,2.26,,истеричка,2.24,,истеричный,1.42
,совершенно,109.50,,несовершенно,1.38,,,,,,,,,
,процент,108.69,,процентный,21.50,,непроцентный,3.07,,,,,,
,препарат,106.40,,препаратор,4.25,,,,,,,,,
,форум,106.39,,форумчанин,6.44,,,,,,,,,
,эксперт,106.26,,экспертиза,21.28,,экспертный,15.80,,,,,,
,атомный,106.01,,атом,33.73,,атомарный,11.66,,атомщик,4.42,,,
,степень,105.86,,степенный,14.09,,постепенный,13.84,,степенно,10.54,,степенной,6.52
,вытрезвитель,105.07,,трезвый,34.37,,трезво,21.93,,протрезветь,13.41,,трезветь,12.16
,структура,105.04,,структурный,29.00,,структурно,7.22,,,,,,
,сюжет,104.67,,сюжетный,9.82,,,,,,,,,
,технология,104.31,,технолог,48.75,,,,,,,,,
,честно,103.28,,честный,85.20,,почетный,47.81,,почет,42.37,,почести,42.26
,калечить,102.68,,искалечить,78.02,,покалечить,77.55,,,,,,
,физический,102.65,,физически,50.60,,,,,,,,,
,дезертир,102.45,,дезертирство,0.37,,,,,,,,,
,ментовка,102.16,,ментовский,0.98,,,,,,,,,
,суббота,101.85,,субботник,19.18,,субботний,12.38,,,,,,
,миллион,101.83,,миллионер,73.52,,миллионерша,13.89,,миллионный,12.20,,мильон,7.72
,таблица,101.25,,,,,,,,,,,,
,гематома,101.25,,,,,,,,,,,,
,корежить,101.00,,искорежить,76.06,,покорежить,75.75,,,,,,
,педагог,100.81,,педагогика,8.06,,,,,,,,,
,реальный,100.79,,реально,55.18,,реальность,51.61,,нереальный,8.89,,ирреальный,5.10
,вариант,100.71,,вариация,18.92,,инвариант,5.96,,инвариантный,3.25,,вариативный,2.87
,громко,100.65,,,,,,,,,,,,
,болтать,100.64,,поболтать,34.75,,болтаться,27.72,,болтовня,12.27,,разболтать,6.35
,модный,100.56,,мода,74.85,,модница,31.46,,модник,27.70,,модно,13.99
,профессия,100.49,,профессионал,42.44,,,,,,,,,
,республика,100.34,,,,,,,,,,,,
,похоже,99.42,,непохожий,9.97,,похожесть,3.69,,непохоже,2.67,,непохожесть,2.36
,секрет,99.22,,секретный,41.34,,рассекретить,5.79,,засекретить,5.20,,секретно,5.07
,дивизия,99.07,,дивизион,44.87,,дивизионный,3.09,,,,,,
,уничтожить,98.69,,уничтожать,89.35,,изничтожить,64.61,,уничтожение,7.94,,уничтожаться,2.14
,критик,97.18,,критика,48.01,,критиковать,27.84,,критический,20.12,,критичный,5.78
,барон,97.10,,баронесса,21.32,,,,,,,,,
,авиация,97.00,,,,,,,,,,,,
,физик,96.64,,физика,52.46,,физтех,19.41,,физфак,12.71,,физлицо,4.32
,редакция,95.99,,редакционный,7.44,,,,,,,,,
,абсолютно,95.87,,абсолютный,28.45,,абсолют,12.42,,абсолютизм,4.79,,абсолютность,1.84
,мудрец,95.82,,мудрый,77.31,,мудрость,24.51,,умудриться,22.86,,умудряться,19.36
,функция,95.28,,функционер,9.92,,функционал,3.70,,дисфункция,1.31,,,
,истец,95.11,,истина,86.73,,истинный,55.91,,истово,35.70,,поистине,28.71
,режим,94.97,,режимный,8.14,,,,,,,,,
,стремиться,94.94,,устремиться,57.66,,стремление,35.80,,устремить,33.53,,устремляться,18.66
,моральный,94.38,,мораль,29.25,,морально,12.03,,моралист,2.26,,,
,империя,94.25,,,,,,,,,,,,
,целое,94.19,,целехонький,13.67,,целенький,11.54,,,,,,
,рейс,93.81,,рейсовый,6.89,,,,,,,,,
,социальный,93.62,,социально,22.75,,социалка,13.83,,социальность,3.92,,,
,химия,92.61,,химик,55.72,,химический,29.77,,химичка,8.69,,химически,5.89
,медленно,91.75,,немедленно,56.43,,медленный,38.03,,медлить,28.65,,замедлить,21.66
,чеченец,91.70,,чеченский,90.01,,чечен,32.17,,чеченка,4.22,,,
,сталинист,91.34,,сталинский,6.52,,сталинизм,1.44,,сталинщина,0.42,,,
,катастрофа,91.00,,,,,,,,,,,,
,мертвящий,90.93,,мертвенно,90.09,,мертвый,49.28,,мертвяк,2.62,,,
,цикл,89.96,,зациклиться,1.90,,цикличный,1.88,,,,,,
,истерзать,89.92,,растерзать,77.99,,терзать,9.20,,истерзанный,1.67,,терзаться,1.62
,анекдот,89.72,,анекдотичный,1.92,,,,,,,,,
,мутный,89.31,,смущать,34.88,,смутить,29.40,,смутиться,24.01,,возмутиться,20.20
,лад,89.24,,ладный,67.86,,лада,55.86,,наладить,51.20,,ладно,46.73
,галстучек,89.15,,галстук,17.66,,,,,,,,,
,бояться,88.73,,небось,27.98,,побаиваться,13.53,,боязливо,11.34,,побояться,11.22
,браконьер,88.71,,,,,,,,,,,,
,халтурить,88.69,,халтура,2.91,,халтурщик,1.09,,халтурный,0.39,,,
,балет,88.68,,балетный,13.96,,балетмейстер,7.94,,,,,,
,пакостить,88.34,,напакостить,63.05,,пакость,2.99,,пакостник,0.84,,пакостный,0.49
,сержант,87.48,,сержантик,6.62,,сержантский,4.10,,,,,,
,теория,87.38,,,,,,,,,,,,
,араб,87.16,,арабский,13.53,,арабидопсис,2.36,,по-арабски,1.58,,,
,пауза,86.80,,,,,,,,,,,,
,независимо,86.08,,независимый,41.95,,зависнуть,38.75,,независящий,8.50,,,
,пост,85.98,,постовой,7.10,,,,,,,,,
,поэзия,85.95,,,,,,,,,,,,
,обещать,85.95,,обет,51.78,,обещание,32.80,,пообещать,32.56,,обетованный,6.95
,хирург,85.20,,хирургия,15.16,,,,,,,,,
,мимо,85.13,,,,,,,,,,,,
,достаточно,83.96,,недостаточно,10.86,,,,,,,,,
,вокзал,83.73,,вокзальный,12.98,,,,,,,,,
,конкурент,83.41,,конкуренция,14.99,,конкурентка,8.33,,,,,,
,аромат,83.09,,ароматный,22.65,,ароматизатор,7.09,,ароматерапия,2.05,,,
,мартовский,83.01,,март,22.63,,,,,,,,,
,квартал,82.75,,,,,,,,,,,,
,шоу,82.66,,,,,,,,,,,,
,миф,82.04,,мифический,11.49,,,,,,,,,
,смелый,81.91,,сметь,47.51,,смело,41.91,,смельчак,32.48,,осмелиться,23.28
,гордый,81.84,,гордиться,55.66,,гордо,40.60,,гордость,33.96,,гордец,6.96
,версия,81.60,,,,,,,,,,,,
,уберечь,79.21,,сберечь,62.87,,оберегать,61.56,,бережно,56.01,,беречь,42.54
,всхлипнуть,78.95,,всхлипывать,66.05,,всхлип,5.85,,всхлипывание,1.11,,,
,эпоха,78.92,,эпохальный,5.55,,,,,,,,,
,репетиция,78.73,,репетировать,29.40,,репетитор,22.70,,,,,,
,серьезный,78.71,,серьезность,13.17,,несерьезный,4.58,,,,,,
,милиционер,78.15,,,,,,,,,,,,
,литература,77.91,,литературный,77.00,,литератор,31.81,,литературно,5.45,,,
,ресурс,77.51,,ресурсный,8.99,,,,,,,,,
,щека,77.25,,пощечина,20.86,,щечка,14.98,,щекастый,7.65,,,
,концлагерь,77.21,,,,,,,,,,,,
,христианин,77.00,,христов,33.62,,христианский,16.29,,христианка,15.10,,христианство,12.58
,тайга,76.81,,таежный,28.33,,,,,,,,,
,контакт,76.48,,контактный,16.52,,,,,,,,,
,натура,76.40,,натуральный,29.62,,натурщица,15.38,,натурный,13.03,,натуралист,7.51
,зарплата,75.75,,зарплатный,2.31,,,,,,,,,
,сорт,75.63,,сортировать,12.02,,сортировка,8.17,,сортовой,8.12,,сортамент,3.04
,покойничек,75.57,,покойно,1.89,,покойная,1.74,,,,,,
,обязать,75.36,,обязанный,67.80,,обязанность,59.07,,обязательный,42.44,,обязательно,35.96
,парламент,75.20,,парламентер,9.11,,,,,,,,,
,ветеран,74.23,,ветеранский,4.08,,,,,,,,,
,рецепт,73.95,,рецептор,5.95,,рецептура,4.05,,рецепторный,1.86,,,
,естественный,73.68,,естественно,46.54,,естество,16.25,,,,,,
,гигант,73.29,,гигантский,59.79,,,,,,,,,
,конференция,72.81,,,,,,,,,,,,
,менеджер,72.64,,менеджмент,9.22,,менеджерский,3.03,,,,,,
